name,type,ra,dec
NGC6626,Globular cluster,18h 24.5m,-24° 52'
NGC6629,Planetary nebula,18h 25.7m,-23° 12'
NGC6633,Open cluster,18h 27.7m,6° 34'
NGC6637,Globular cluster,18h 31.4m,-32° 21'
NGC6638,Globular cluster,18h 30.9m,-25° 30'
NGC6642,Globular cluster,18h 31.9m,-23° 29'
NGC6652,Globular cluster,18h 35.8m,-32° 59'
NGC6656,Globular cluster,18h 36.4m,-23° 54'
NGC6664,Open cluster,18h 36.7m,-8° 13'
NGC6681,Globular cluster,18h 43.2m,-32° 18'
NGC6694,Open cluster,18h 45.2m,-9° 24'
NGC6705,Open cluster,18h 51.1m,-6° 16'
NGC6709,Open cluster,18h 51.5m,10° 21'
NGC6712,Globular cluster,18h 53.1m,-8° 42'
NGC6715,Globular cluster,18h 55.1m,-30° 29'
NGC6720,Planetary nebula,18h 53.6m,33° 2'
NGC6723,Globular cluster,18h 59.6m,-36° 38'
NGC6755,Open cluster,19h 7.8m,4° 14'
NGC6760,Globular cluster,19h 11.2m,1° 2'
NGC6779,Globular cluster,19h 16.6m,30° 11'
NGC6790,Planetary nebula,19h 23.2m,1° 31'
NGC6803,Planetary nebula,19h 31.3m,10° 3'
NGC6809,Globular cluster,19h 40m,-30° 58'
NGC6811,Open cluster,19h 38.2m,46° 34'
NGC6818,Planetary nebula,19h 44m,-14° 9'
NGC6819,Open cluster,19h 41.3m,40° 11'
NGC6822,Irregular galaxy,19h 44.9m,-14° 48'
NGC6826,Planetary nebula,19h 44.8m,50° 31'
NGC6830,Open cluster,19h 51m,23° 4'
NGC6838,Globular cluster,19h 53.8m,18° 47'
NGC6842,Planetary nebula,19h 55m,29° 17'
NGC6853,Planetary nebula,19h 59.6m,22° 43'
NGC6864,Globular cluster,20h 6.1m,-21° 55'
NGC6871,Open cluster,20h 5.9m,35° 47'
NGC6879,Planetary nebula,20h 10.5m,16° 55'
NGC6885,Open cluster,20h 12m,26° 29'
NGC6886,Planetary nebula,20h 12.7m,19° 59'
NGC6891,Planetary nebula,20h 15.2m,12° 42'
NGC6894,Planetary nebula,20h 16.4m,30° 34'
NGC6905,Planetary nebula,20h 22.4m,20° 7'
NGC6910,Open cluster,20h 23.1m,40° 47'
NGC6913,Open cluster,20h 23.9m,38° 32'
NGC6934,Globular cluster,20h 34.2m,7° 24'
NGC6939,Open cluster,20h 31.4m,60° 38'
NGC6940,Open cluster,20h 34.6m,28° 18'
NGC6946,Spiral galaxy,20h 34.8m,60° 9'
NGC6960,Diffuse nebula,20h 45.7m,30° 43'
NGC6981,Globular cluster,20h 53.5m,-12° 32'
NGC6992,Diffuse nebula,20h 56.4m,31° 43'
NGC6994,Open cluster,20h 58.9m,-12° 38'
NGC7000,Diffuse nebula,20h 58.8m,44° 20'
NGC7006,Globular cluster,21h 1.5m,16° 11'
NGC7009,Planetary nebula,21h 4.2m,-11° 22'
NGC7023,Diffuse nebula,21h 1.8m,68° 12'
NGC7026,Planetary nebula,21h 6.3m,45° 71'
NGC7027,Planetary nebula,21h 7.1m,42° 14'
NGC7078,Globular cluster,21h 30m,12° 10'
NGC7086,Open cluster,21h 30.5m,51° 35'
NGC7089,Globular cluster,21h 33.5m,0° 49'
NGC7092,Open cluster,21h 32.2m,48° 26'
NGC7099,Globular cluster,21h 40.4m,-23° 11'
NGC7128,Open cluster,21h 44m,53° 43'
NGC7209,Open cluster,22h 5.2m,46° 30'
NGC7217,Spiral galaxy,22h 7.9m,31° 22'
NGC7243,Open cluster,22h 15.3m,49° 53'
NGC7293,Planetary nebula,22h 29.6m,-20° 48'
NGC7331,Spiral galaxy,22h 37.1m,34° 25'
NGC7448,Spiral galaxy,23h 0.1m,15° 59'
NGC7541,Spiral galaxy,23h 14.7m,4° 32'
NGC7635,Diffuse nebula,23h 20.7m,61° 12'
NGC7654,Open cluster,23h 24.2m,61° 35'
NGC7662,Planetary nebula,23h 25.9m,42° 33'
NGC7723,Spiral galaxy,23h 38.9m,-12° 58'
NGC7727,Spiral galaxy,23h 39.9m,-12° 18'
NGC7789,Open cluster,23h 57m,56° 44'
NGC7790,Open cluster,23h 58.4m,61° 13'
NGC7793,Spiral galaxy,23h 57.8m,-32° 35'
NGC7814,Spiral galaxy,0h 3.3m,16° 9'
3C 273,Quasar,12h 29.1m,2° 3'
B   33,Dark nebula,5h 40.9m,-2° 28'
B   72,Dark nebula,17h 23.5m,-23° 38'
B   86,Dark nebula,18h 2.6m,-27° 50'
B   92,Dark nebula,18h 15.5m,-18° 11'
B  133,Dark nebula,19h 6.1m,-6° 50'
B  143,Dark nebula,19h 40.7m,10° 57'
GC6931,Double star,5h 35.3m,-5° 23'
H    1,Open cluster,3h 11.8m,63° 15'
H   20,Open cluster,19h 53.1m,18° 20'
IC  59,Diffuse nebula,0h 56.7m,61° 4'
IC 348,Diffuse nebula,3h 44.6m,32° 9'
IC 349,Diffuse nebula,3h 46.3m,23° 56'
IC 351,Planetary nebula,3h 47.5m,35° 3'
IC 405,Diffuse nebula,5h 16.2m,34° 16'
IC 430,Diffuse nebula,5h 38.5m,-7° 5'
IC 434,Diffuse nebula,5h 41m,-2° 24'
IC 444,Diffuse nebula,6h 20.4m,23° 16'
IC1284,Diffuse nebula,18h 17.8m,-19° 40'
IC1318,Diffuse nebula,20h 27.9m,40° 0'
IC1396,Diffuse nebula,21h 39.1m,57° 30'
IC1396,Open cluster,21h 39.1m,57° 30'
IC1470,Planetary nebula,23h 5.2m,60° 15'
IC1805,Diffuse nebula,2h 33.4m,61° 26'
IC1805,Open cluster,2h 32.7m,61° 27'
IC1871,Diffuse nebula,3h 3.2m,60° 29'
IC2118,Diffuse nebula,5h 6.9m,-7° 13'
IC2149,Planetary nebula,5h 56.3m,46° 7'
IC2177,Diffuse nebula,7h 5.1m,-10° 42'
IC4406,Planetary nebula,14h 22.4m,-44° 9'
IC4593,Planetary nebula,16h 12.2m,12° 4'
IC4604,Diffuse nebula,16h 25.6m,-23° 26'
IC4605,Diffuse nebula,16h 30.2m,-25° 6'
IC4606,Diffuse nebula,16h 29.2m,-26° 27'
IC4634,Planetary nebula,17h 1.6m,-21° 50'
IC4725,Open cluster,18h 31.6m,-19° 15'
IC4756,Open cluster,18h 39m,5° 27'
IC4776,Planetary nebula,18h 45.8m,-33° 21'
IC4997,Planetary nebula,20h 20.2m,16° 45'
IC5067,Diffuse nebula,20h 50.8m,44° 21'
IC5146,Diffuse nebula,21h 53.5m,47° 16'
WNC  4,Double star,12h 22.4m,58° 5'
IC2118,DN,76.725,-7.21667
M45,OC,56.75,24.11667
IC4606,DN,247.3,-26.45
NGC1990,DN,84.05,-1.2
NGC2024,DN,85.175,-2.45
IC434,DN,85.25,-2.4
IC1318,DN,306.975,40.0
IC59,DN,14.175,61.06667
NGC2451,OC,116.35,-37.9667
NGC1976,DN,83.85,-5.45
NGC3532,OC,166.6,-58.6667
NGC2632,OC,130.025,19.98333
NGC6475,OC,268.475,-34.8167
IC1396,OC,324.775,57.5
NGC5139,GC,201.7,-47.4833
NGC2516,OC,119.575,-60.8667
NGC2264,OC,100.275,9.883333
NGC1499,DN,60.175,36.61667
NGC2362,OC,109.7,-24.95
NGC6405,OC,265.025,-32.2167
IC349,DN,56.575,23.93333
NGC869,OC,34.75,57.15
NGC104,GC,6.025,-72.0833
NGC2422,OC,114.15,-14.5
IC4756,OC,279.75,5.45
NGC1977,DN,83.875,-4.86667
NGC2287,OC,101.75,-20.7333
NGC6530,OC,271.2,-24.3333
NGC6603,OC,274.225,-18.4833
NGC6633,OC,276.925,6.566667
NGC7092,OC,323.05,48.43333
IC4604,DN,246.4,-23.4333
IC4725,OC,277.9,-19.25
NGC884,OC,35.6,57.11667
NGC2264,DN,100.225,9.9
NGC2547,OC,122.675,-49.2667
NGC224,SG,10.675,41.26667
NGC2244,OC,98.1,4.866667
IC430,DN,84.625,-7.08333
IC4605,DN,247.55,-25.1
NGC3372,DN,160.95,-59.8667
NGC6656,GC,279.1,-23.9
NGC2168,OC,92.225,24.33333
NGC2281,OC,102.325,41.06667
NGC6281,OC,256.2,-37.9
GC6931,DS,83.825,-5.38333
NGC1039,OC,40.5,42.78333
NGC6383,OC,263.7,-32.5667
NGC6494,OC,269.2,-19.0167
NGC2099,OC,88.1,32.55
NGC6871,OC,301.475,35.78333
IC1396,DN,324.775,57.5
NGC752,OC,29.45,37.68333
NGC1502,OC,61.925,62.33333
NGC2477,OC,118.075,-38.55
NGC6397,GC,265.175,-53.6667
NGC2301,OC,102.95,0.466667
NGC2548,OC,123.45,-5.8
NGC5904,GC,229.65,2.083333
NGC6705,OC,282.775,-6.26667
NGC2169,OC,92.1,13.95
NGC2323,OC,105.8,-8.33333
NGC6121,GC,245.9,-26.5333
NGC6205,GC,250.425,36.46667
NGC6531,OC,271.15,-22.5
NGC1746,OC,75.9,23.81667
NGC1960,OC,84.025,34.13333
NGC6231,OC,253.5,-41.8
NGC7000,DN,314.7,44.33333
IC405,DN,79.05,34.26667
IC1805,DN,38.35,61.43333
NGC2437,OC,115.45,-14.8167
NGC1528,OC,63.85,51.23333
NGC1545,OC,65.225,50.25
NGC2447,OC,116.15,-23.8667
NGC598,SG,23.475,30.65
NGC1647,OC,71.5,19.06667
NGC2808,GC,138.0,-64.8667
NGC6940,OC,308.65,28.3
NGC457,OC,19.775,58.33333
NGC1912,OC,82.175,35.83333
NGC5272,GC,205.55,28.38333
NGC6611,DN,274.7,-13.7833
NGC7078,GC,322.5,12.16667
NGC7243,OC,333.825,49.88333
NGC129,OC,7.475,60.23333
NGC654,OC,26.025,61.88333
NGC2354,OC,108.575,-25.7333
NGC6341,GC,259.275,43.13333
NGC7089,GC,323.375,-0.81667
NGC7293,PN,337.4,-20.8
IC1805,OC,38.175,61.45
NGC6218,GC,251.8,-1.95
NGC6254,GC,254.275,-4.1
NGC6266,GC,255.3,-30.1167
NGC6541,GC,272.0,-43.7
NGC6913,OC,305.975,38.53333
NGC1342,OC,52.9,37.33333
NGC2175,OC,92.45,20.31667
NGC6709,OC,282.875,10.35
NGC7209,OC,331.3,46.5
NGC7789,OC,359.25,56.73333
NGC3201,GC,154.4,-46.4167
NGC6523,DN,270.95,-24.3833
NGC6811,OC,294.55,46.56667
NGC7023,DN,315.45,68.2
NGC1982,DN,83.9,-5.26667
NGC2423,OC,114.275,13.86667
NGC2439,OC,115.2,-31.65
NGC2539,OC,122.675,-12.8333
NGC2682,OC,132.6,11.81667
NGC3031,SG,148.9,69.06667
NGC6388,GC,264.075,-44.7333
NGC6613,OC,274.975,-17.1333
NGC6626,GC,276.125,-24.8667
NGC7635,DN,350.175,61.2
NGC7654,OC,351.05,61.58333
NGC225,OC,10.85,61.78333
NGC1857,OC,80.05,39.35
NGC2571,OC,124.725,-29.7333
NGC5128,IG,201.375,-43.0167
NGC6809,GC,295.0,-30.9667
IC5067,DN,312.7,44.35
NGC253,SG,11.9,-25.2833
NGC663,OC,26.5,61.25
NGC2353,OC,108.65,-10.3
NGC5986,GC,236.525,-37.7833
IC2177,DN,106.275,-10.7
NGC2335,OC,106.65,-10.0833
NGC2360,OC,109.45,-15.6167
NGC6093,GC,244.25,-22.9833
NGC6273,GC,255.65,-26.2667
H1,OC,47.95,63.25
NGC1851,GC,78.525,-40.05
NGC2482,OC,118.725,-24.3
NGC6723,GC,284.9,-36.6333
NGC6819,OC,295.325,40.18333
NGC581,OC,23.3,60.7
NGC2567,OC,124.65,-30.6333
NGC6441,GC,267.55,-37.05
NGC6910,OC,305.775,40.78333
NGC1664,OC,72.775,43.7
NGC1893,OC,80.675,33.4
NGC2286,OC,101.9,-3.16667
NGC6618,DN,275.2,-16.1833
NGC6755,OC,286.95,4.233333
NGC7099,GC,325.1,-23.1833
IC444,DN,95.1,23.26667
NGC2174,DN,92.425,20.5
NGC2506,OC,120.05,-10.7833
NGC6402,GC,264.4,-3.25
NGC6520,OC,270.85,-27.9
NGC6853,PN,299.9,22.71667
IC1284,DN,274.45,-19.6667
NGC5024,GC,198.225,18.16667
NGC5457,SG,210.8,54.35
NGC6637,GC,277.85,-32.35
NGC6715,GC,283.775,-30.4833
H20,OC,298.275,18.33333
NGC55,SG,3.725,-39.1833
NGC281,DN,13.2,56.6
NGC2023,DN,85.4,-2.23333
NGC6664,OC,279.175,-8.21667
NGC6939,OC,307.85,60.63333
NGC659,OC,26.05,60.7
NGC1817,OC,78.025,16.7
NGC2489,OC,119.05,-30.0667
NGC6333,GC,259.8,-18.5167
NGC6830,OC,297.75,23.06667
NGC2395,OC,111.775,13.58333
NGC6694,OC,281.3,-9.4
NGC6960,DN,311.425,30.71667
NGC6992,DN,314.1,31.71667
B33,DK,85.225,-2.46667
B72,DK,260.875,-23.6333
B86,DK,270.65,-27.8333
B92,DK,273.875,-18.1833
B133,DK,286.525,-6.83333
B143,DK,295.175,10.95
NGC188,OC,11.1,85.33333
NGC288,GC,13.2,-26.5833
NGC6171,GC,248.125,-13.05
NGC6681,GC,280.8,-32.3
IC1470,PN,346.3,60.25
NGC1907,OC,82.0,35.31667
NGC1952,PN,83.625,22.01667
NGC3132,PN,151.925,-40.4333
NGC4590,GC,189.875,-26.75
NGC4736,SG,192.725,41.11667
NGC5236,SG,204.25,-29.8667
NGC6293,GC,257.55,-26.5833
NGC6352,GC,261.375,-48.4167
NGC6712,GC,283.275,-8.7
NGC2392,PN,112.3,20.91667
NGC2420,OC,114.625,21.56667
NGC2421,OC,114.075,-20.6167
NGC2627,OC,129.325,-29.95
NGC4258,SG,184.75,47.3
NGC4594,SG,190.0,-11.6167
NGC6624,GC,275.925,-30.3667
NGC6779,GC,289.15,30.18333
NGC6838,GC,298.45,18.78333
NGC1245,OC,48.675,47.25
NGC1261,GC,48.075,-55.2167
NGC1904,GC,81.125,-24.55
NGC2403,SG,114.225,65.6
NGC3034,IG,148.95,69.68333
NGC4472,EG,187.45,8.0
NGC5194,SG,202.475,47.2
NGC6304,GC,258.625,-29.4667
NGC6356,GC,260.9,-17.8167
NGC7009,PN,316.05,-11.3667
NGC7086,OC,322.625,51.58333
NGC2324,OC,106.05,1.05
NGC246,PN,11.75,-11.8833
NGC4826,SG,194.175,21.68333
NGC5897,GC,229.35,-21.0167
NGC7790,OC,359.6,61.21667
NGC2112,OC,88.475,0.4
NGC2158,OC,91.875,24.1
NGC2215,OC,95.25,-7.28333
NGC3242,PN,156.2,-18.6333
NGC4486,EG,187.7,12.4
NGC5055,SG,198.95,42.03333
NGC6864,GC,301.525,-21.9167
IC348,DN,56.15,32.15
NGC221,EG,10.675,40.86667
NGC300,SG,13.725,-37.6833
NGC4649,EG,190.925,11.55
NGC6543,PN,269.65,66.63333
NGC6642,GC,277.975,-23.4833
NGC6826,PN,296.2,50.51667
NGC247,SG,11.775,-20.7667
NGC1068,SG,40.675,-0.01667
NGC1316,SG,50.675,-37.2
NGC2903,SG,143.05,21.5
NGC3521,SG,166.45,-0.03333
NGC6334,DN,260.125,-35.7167
NGC6400,OC,265.2,-36.95
NGC6652,GC,278.95,-32.9833
NGC6934,GC,308.55,7.4
NGC6946,SG,308.7,60.15
NGC7662,PN,351.475,42.55
NGC3627,SG,170.05,12.98333
NGC5824,GC,226.0,-33.0667
NGC6284,GC,256.125,-24.7667
NGC6316,GC,259.15,-28.1333
NGC6514,DN,270.65,-23.0333
NGC6572,PN,273.025,6.85
NGC6994,OC,314.725,-12.6333
NGC133,OC,7.8,63.36667
NGC2587,OC,125.875,-29.5
NGC3368,SG,161.7,11.81667
NGC5466,GC,211.375,28.53333
NGC6144,GC,246.825,-26.0333
NGC6760,GC,287.8,1.033333
NGC6885,OC,303.0,26.48333
NGC7793,SG,359.45,-32.5833
WNC4,DS,185.6,58.08333
NGC628,SG,24.175,15.78333
NGC2194,OC,93.45,12.8
NGC2467,DN,118.125,-26.4
NGC2658,OC,130.85,-32.65
NGC3115,EG,151.3,-7.71667
NGC3379,EG,161.95,12.58333
NGC4406,EG,186.55,12.95
NGC4725,SG,192.6,25.5
NGC4945,SG,196.35,-49.4667
NGC6584,GC,274.65,-52.2167
NGC6638,GC,277.725,-25.5
NGC1097,SG,41.575,-30.2833
NGC1535,PN,63.55,-12.7333
NGC2509,OC,120.175,-19.0667
NGC2841,SG,140.5,50.96667
NGC3623,SG,169.725,13.08333
NGC4374,EG,186.275,12.88333
NGC4382,EG,186.35,18.18333
NGC4631,SG,190.525,32.53333
NGC4697,EG,192.15,-5.8
NGC6720,PN,283.4,33.03333
NGC205,EG,10.1,41.68333
NGC1554,DN,65.45,19.53333
NGC1555,DN,65.45,19.53333
NGC2141,OC,90.775,10.43333
NGC2298,GC,102.25,-36.0
NGC4321,SG,185.725,15.81667
NGC4449,IG,187.05,44.1
NGC6981,GC,313.375,-12.5333
NGC1023,EG,40.1,39.06667
NGC1365,SG,53.4,-36.1333
NGC3628,SG,170.075,13.6
NGC4501,SG,188.0,14.41667
NGC4569,SG,189.2,13.16667
NGC6268,OC,255.6,-39.7333
NGC6528,GC,271.2,-30.05
NGC7331,SG,339.275,34.41667
NGC4526,EG,188.5,7.7
NGC4565,SG,189.075,25.98333
NGC4636,EG,190.7,2.683333
NGC4699,SG,192.25,-8.66667
NGC5195,IG,202.5,47.26667
NGC5634,GC,217.4,-5.98333
NGC1398,SG,54.725,-26.3333
NGC2683,SG,133.175,33.41667
NGC3351,SG,161.0,11.7
NGC4214,IG,183.9,36.33333
NGC4236,SG,184.175,69.46667
NGC4303,SG,185.475,4.466667
NGC5102,SG,200.5,-36.6333
NGC6210,PN,251.125,23.81667
NGC7128,OC,326.0,53.71667
NGC2266,OC,100.8,26.96667
NGC3184,SG,154.575,41.41667
NGC3941,EG,178.225,36.98333
NGC3992,SG,179.4,53.38333
NGC4254,SG,184.7,14.41667
NGC4490,SG,187.65,41.63333
NGC4535,SG,188.575,8.2
NGC4552,EG,188.925,12.55
NGC4579,SG,189.425,11.81667
NGC4621,EG,190.5,11.65
NGC5005,SG,197.725,37.05
NGC5053,GC,199.1,17.7
NGC1232,SG,47.45,-20.5833
NGC1399,EG,54.625,-35.45
NGC2064,DN,86.575,0.0
NGC3077,EG,150.825,68.73333
NGC3621,SG,169.575,-32.8167
NGC4494,EG,187.85,25.78333
NGC4753,IG,193.1,-1.2
NGC6818,PN,296.0,-14.15
IC2149,PN,89.075,46.11667
NGC613,SG,23.575,-29.4167
NGC891,SG,35.65,42.35
NGC2261,DN,99.8,8.733333
NGC2768,EG,137.9,60.03333
NGC3344,SG,160.875,24.91667
NGC3585,EG,168.325,-26.75
NGC3607,EG,169.225,18.05
NGC4216,SG,183.975,13.15
NGC5322,EG,207.325,60.2
NGC5866,EG,226.625,55.76667
NGC6139,GC,246.925,-38.85
NGC6302,PN,258.425,-37.1
NGC6822,IG,296.225,-14.8
IC1871,DN,45.8,60.48333
IC5146,DN,328.375,47.26667
NGC134,SG,7.6,-33.25
NGC2655,SG,133.9,78.21667
NGC3384,EG,162.075,12.63333
NGC3556,SG,167.875,55.66667
NGC3923,EG,177.75,-28.8
NGC3953,SG,178.45,52.33333
NGC4192,SG,183.45,14.9
NGC4438,SG,186.95,13.01667
NGC4450,SG,187.125,17.08333
NGC5033,SG,198.35,36.6
NGC40,PN,3.25,72.53333
NGC720,EG,28.25,-13.7333
NGC1792,SG,76.3,-37.9833
NGC2976,SG,146.825,67.91667
NGC3377,EG,161.925,13.98333
NGC4244,SG,184.375,37.81667
NGC4251,SG,184.525,28.16667
NGC4395,SG,186.45,33.55
NGC4429,SG,186.85,11.11667
NGC4473,EG,187.45,13.43333
NGC4548,SG,188.85,14.5
NGC4762,SG,193.225,11.23333
NGC5248,SG,204.375,8.883333
NGC5363,EG,209.025,5.25
NGC5694,GC,219.9,-26.5333
NGC5846,EG,226.625,1.6
NGC6503,SG,267.35,70.15
NGC7217,SG,331.975,31.36667
NGC488,SG,20.45,5.25
NGC1332,EG,51.575,-21.3333
NGC2681,SG,133.375,51.31667
NGC2775,SG,137.575,7.033333
NGC3486,SG,165.1,28.96667
NGC4051,SG,180.8,44.53333
NGC4261,EG,184.85,5.816667
NGC4278,EG,185.025,29.28333
NGC4414,SG,186.6,31.21667
NGC4546,EG,188.875,-3.8
NGC157,SG,8.7,-8.4
NGC2419,GC,114.525,38.88333
NGC2613,SG,128.35,-22.9667
NGC3631,SG,170.25,53.16667
NGC3726,SG,173.325,47.03333
NGC4477,SG,187.5,13.63333
NGC4536,SG,188.625,2.183333
NGC4656,SG,191.0,32.16667
NGC4856,SG,194.825,-15.0333
NGC5907,SG,228.975,56.31667
NGC7027,PN,316.775,42.23333
NGC2068,DN,86.675,0.05
NGC2985,SG,147.6,72.28333
NGC3718,SG,173.15,53.06667
NGC4088,SG,181.4,50.55
NGC4958,EG,196.45,-8.01667
NGC5566,SG,215.075,3.933333
NGC7814,SG,0.825,16.15
NGC524,EG,21.2,9.533333
NGC925,SG,36.825,33.58333
NGC1084,SG,41.5,-7.58333
NGC1407,EG,55.05,-18.5833
NGC2997,SG,146.4,-31.1833
NGC3079,SG,150.5,55.68333
NGC3412,EG,162.725,13.41667
NGC3675,SG,171.525,43.58333
NGC3945,SG,178.3,60.68333
NGC3962,EG,178.675,-13.9667
NGC4036,EG,180.35,61.9
NGC4643,SG,190.825,1.983333
NGC4754,SG,193.075,11.31667
NGC5746,SG,221.225,1.95
NGC6629,PN,276.425,-23.2
NGC7006,GC,315.375,16.18333
IC4406,PN,215.6,-44.15
NGC404,EG,17.35,35.71667
NGC936,SG,36.9,-1.15
NGC2859,SG,141.075,34.51667
NGC4026,EG,179.85,50.96667
NGC4038,SG,180.475,-18.8667
NGC7727,SG,354.975,-12.3
NGC584,EG,22.825,-6.86667
NGC672,SG,26.975,27.43333
NGC821,EG,32.1,11.0
NGC1514,PN,62.3,30.78333
NGC2787,SG,139.825,69.2
NGC3810,SG,175.25,11.46667
NGC4111,EG,181.775,43.06667
NGC4274,SG,184.95,29.61667
NGC4314,SG,185.65,29.88333
NGC4361,PN,186.125,-18.8
NGC4666,SG,191.275,-0.46667
NGC5068,SG,199.725,-21.0333
NGC278,EG,13.025,47.55
NGC772,SG,29.825,19.01667
NGC3147,SG,154.225,73.4
NGC3310,SG,159.675,53.5
NGC3626,SG,170.025,18.35
NGC3877,SG,176.525,47.5
NGC4435,EG,186.925,13.08333
NGC4459,EG,187.25,13.98333
IC4593,PN,243.05,12.06667
NGC1087,SG,41.6,-0.5
NGC2950,SG,145.65,58.85
NGC3893,SG,177.15,48.71667
NGC3949,SG,178.425,47.86667
NGC4143,EG,182.4,42.53333
NGC4365,EG,186.125,7.316667
NGC4660,EG,191.125,11.18333
NGC4995,SG,197.425,-7.83333
NGC5044,EG,198.85,-16.3833
NGC3504,SG,165.8,27.96667
NGC4041,SG,180.55,62.13333
NGC4800,SG,193.65,46.53333
NGC5982,EG,234.675,59.35
NGC7723,SG,354.725,-12.9667
NGC1052,EG,40.275,-8.25
NGC3646,SG,170.425,20.16667
NGC4030,SG,180.1,-1.1
NGC4125,EG,182.025,65.18333
NGC4781,SG,193.6,-10.5333
NGC5377,SG,209.075,47.23333
NGC779,SG,29.925,-5.96667
NGC1395,EG,54.625,-23.0333
NGC2438,PN,115.45,-14.7333
NGC2964,SG,145.725,31.85
NGC1022,SG,39.625,-6.66667
NGC3729,SG,173.45,53.13333
NGC5427,SG,210.85,-6.03333
NGC5775,SG,223.5,3.55
NGC6790,PN,290.8,1.516667
NGC6803,PN,292.825,10.05
NGC6891,PN,303.8,12.7
IC4997,PN,305.05,16.75
NGC596,EG,23.225,-7.03333
NGC4900,SG,195.15,2.5
NGC4775,SG,193.45,-6.61667
NGC185,EG,9.75,48.33333
NGC2742,SG,136.9,60.48333
NGC3003,SG,147.15,33.41667
NGC3021,SG,147.75,33.55
NGC7448,SG,345.025,15.98333
NGC7541,SG,348.675,4.533333
NGC1532,SG,63.025,-32.8667
NGC3389,SG,162.125,12.53333
NGC1700,EG,74.225,-4.86667
NGC3511,SG,165.85,-23.0833
NGC6905,PN,305.6,20.11667
NGC3587,PN,168.7,55.01667
NGC4105,EG,181.675,-29.7667
NGC6879,PN,302.625,16.91667
NGC650,PN,25.6,51.56667
NGC6886,PN,303.175,19.98333
NGC6058,PN,241.1,40.68333
IC4634,PN,255.4,-21.8333
IC351,PN,56.875,35.05
IC4776,PN,281.45,-33.35
NGC7026,PN,316.575,46.18333
3C273,QS,187.275,2.05
NGC6369,PN,262.325,-23.7667
NGC2371,PN,111.4,29.48333
NGC6445,PN,267.3,-20.0167
NGC1501,PN,61.75,60.91667
NGC5873,PN,228.2,-38.1333
NGC2610,PN,128.35,-16.15
NGC6842,PN,298.75,29.28333
NGC6894,PN,304.1,30.56667
NGC6620,PN,275.725,-26.8167
NGC2237,DN,98.075,5.05
A'HEARN 3192,asteroid,13.7,0.15
AALTJE 677,asteroid,9.7,0.15
AARHUS 2676,asteroid,12.8,0.15
AARONSON 3277,asteroid,11.3,0.15
AARYN 2366,asteroid,13.8,0.15
AASE 864,asteroid,12.87,0.15
AAVASAKSA 2678,asteroid,12.4,0.15
ABALAKIN 2722,asteroid,12.1,0.15
ABANDERADA 1581,asteroid,10.85,0.15
ABANTE 3480,asteroid,13.1,0.15
ABASTUMANI 1390,asteroid,9.4,0.15
ABBE 5224,asteroid,14.3,0.15
ABELL 3449,asteroid,12.4,0.15
ABETTI 2646,asteroid,11.6,0.15
ABKHAZIA 2671,asteroid,13.4,0.15
ABNOBA 456,asteroid,9.2,0.15
ABUNDANTIA 151,asteroid,9.24,0.15
ACADEMIA 829,asteroid,10.7,0.15
ACHAIA 1150,asteroid,13.2,0.15
ACHILLES 588,asteroid,8.67,0.15
ACONCAGUA 1821,asteroid,13.3,0.15
ADA 523,asteroid,9.6,0.15
ADALBERTA 330,asteroid,12.6,0.15
ADAMS 1996,asteroid,12.1,0.15
ADELAIDE 525,asteroid,12.53,0.15
ADELE 812,asteroid,11.5,0.15
ADELGUNDE 647,asteroid,11.41,0.15
ADELHEID 276,asteroid,8.56,0.15
ADELINDA 229,asteroid,9.13,0.15
ADEONA 145,asteroid,8.13,0.15
ADITI 4401,asteroid,15.9,0.15
ADMETE 398,asteroid,10.3,0.15
ADOLFINE 608,asteroid,10.6,0.15
ADONIS 2101,asteroid,18.7,0.15
ADOREA 268,asteroid,8.28,0.15
ADRASTEA 239,asteroid,10.3,0.15
ADRIA 143,asteroid,9.12,0.15
ADRIANA 820,asteroid,10.3,0.15
ADZHIMUSHKAJ 1903,asteroid,10.5,0.15
AEGINA 91,asteroid,8.84,0.15
AEGLE 96,asteroid,7.67,0.15
AEHLITA 2401,asteroid,12.2,0.15
AEMILIA 159,asteroid,8.12,0.15
AENNA 1155,asteroid,11.5,0.15
AEOLIA 396,asteroid,9.9,0.15
AERIA 369,asteroid,8.52,0.15
AESCHYLUS 2876,asteroid,12.9,0.15
AESCULAPIA 1027,asteroid,10.6,0.15
AETERNITAS 446,asteroid,8.9,0.15
AETHRA 132,asteroid,9.38,0.15
AETHUSA 1064,asteroid,10.5,0.15
AETOLIA 1142,asteroid,10.3,0.15
AFRA 1187,asteroid,11.3,0.15
AFRICA 1193,asteroid,12.2,0.15
AGAMEMNON 911,asteroid,7.89,0.15
AGASSIZ 2267,asteroid,13.9,0.15
AGATHE 228,asteroid,12.48,0.15
AGELAOS 4722,asteroid,10.3,0.15
AGEMATSU 2470,asteroid,12.0,0.15
AGENOR 1873,asteroid,10.5,0.15
AGLAJA 47,asteroid,7.84,0.16
AGNES 641,asteroid,12.1,0.15
AGNIA 847,asteroid,10.29,0.15
AGRIPPINA 645,asteroid,9.94,0.15
AGUILAR 1800,asteroid,12.6,0.15
AGUNTINA 744,asteroid,10.21,0.15
AHNERT 3181,asteroid,12.8,0.15
AHO 2395,asteroid,12.6,0.15
